trialNumber,timestamp,position,speed,direction
0,1595.0999999996275,0.07,0.30913012221423436,-1
0,1724.9000000003725,0.071,0.007704160246488805,1
0,1733.9000000003725,0.072,0.11111111111111122,1
0,1739.9000000003725,0.073,0.16666666666666682,1
0,1745.300000000745,0.074,0.18518518517241,1
0,1752.2000000011176,0.076,0.2898550724481192,1
0,1759.2000000011176,0.078,0.285714285714286,1
0,1766.0999999996275,0.083,0.7246376813159129,1
0,1773.0999999996275,0.087,0.57142857142857,1
0,1780.0999999996275,0.091,0.571428571428572,1
0,1787.0999999996275,0.097,0.8571428571428579,1
0,1794,0.103,0.8695652173443555,1
0,1800.9000000003725,0.11,1.0144927535684172,1
0,1807.9000000003725,0.117,1.0000000000000009,1
0,1814.7000000011176,0.126,1.3235294116196894,1
0,1821.800000000745,0.134,1.1267605634394025,1
0,1828.7000000011176,0.145,1.5942028984646515,1
0,1835.7000000011176,0.15,0.7142857142857149,1
0,1842.5999999996275,0.17,2.8985507252636515,1
0,1849.5,0.182,1.739130434688711,1
0,1856.5,0.196,2.0000000000000018,1
0,1863.4000000003725,0.21,2.0289855071368303,1
0,1870.4000000003725,0.224,2.0000000000000018,1
0,1877.4000000003725,0.238,1.9999999999999978,1
0,1884.300000000745,0.25,1.739130434688715,1
0,1891.2000000011176,0.262,1.739130434688715,1
0,1898.4000000003725,0.273,1.5277777779358739,1
0,1905.0999999996275,0.283,1.4925373135988032,1
0,1912,0.291,1.1594202897924768,1
0,1918.9000000003725,0.298,1.0144927535684172,1
0,1925.9000000003725,0.305,1.0000000000000009,1
0,1932.800000000745,0.31,0.7246376811202979,1
0,1939.9000000003725,0.313,0.42253521128977595,1
0,1946.7000000011176,0.317,0.5882352940531962,1
0,1953.7000000011176,0.319,0.285714285714286,1
0,1960.7000000011176,0.321,0.285714285714286,1
0,1967.5,0.323,0.2941176471071623,1
0,2238.0999999996275,0.324,0.00369549150037464,1
0,2252.2000000011176,0.327,0.21276595742432317,1
0,2259.2000000011176,0.329,0.285714285714286,1
0,2266.2000000011176,0.332,0.42857142857142894,1
0,2273.0999999996275,0.336,0.5797101450527303,1
0,2280.0999999996275,0.342,0.8571428571428579,1
0,2287.2000000011176,0.349,0.98591549275082,1
0,2294.0999999996275,0.358,1.3043478263686432,1
0,2301,0.368,1.4492753622405958,1
0,2308,0.379,1.5714285714285727,1
0,2314.800000000745,0.391,1.7647058821595885,1
0,2321.9000000003725,0.405,1.9718309860189545,1
0,2328.800000000745,0.421,2.318840579584945,1
0,2335.7000000011176,0.435,2.0289855071368343,1
0,2342.7000000011176,0.45,2.1428571428571446,1
0,2349.5999999996275,0.471,3.043478261526826,1
0,2356.5999999996275,0.489,2.571428571428574,1
0,2363.4000000003725,0.505,2.3529411762127848,1
0,2370.5,0.524,2.676056338168581,1
0,2377.4000000003725,0.542,2.6086956520330724,1
0,2384.2000000011176,0.557,2.2058823526994855,1
0,2391.300000000745,0.574,2.394366197308715,1
0,2398.0999999996275,0.59,2.3529411768572985,1
0,2405.2000000011176,0.604,1.9718309855016558,1
0,2412.0999999996275,0.617,1.8840579714213734,1
