trialNumber,timestamp,position,speed,direction
0,8998,0,0.05585593636891961,-1
0,11732.599999999627,0.534,0.19527536019895883,1
0,13420.699999999255,0.26,0.1623126592026897,-1
0,14591.599999999627,0.4,0.11956614569985095,1
0,15149.699999999255,0.584,0.32969001970994943,1
0,15201.299999998882,0.585,0.01937984496138024,1
0,15211.099999999627,0.586,0.10204081631877292,1
0,15218.099999999627,0.587,0.142857142857143,1
0,15225.099999999627,0.589,0.285714285714286,1
0,15232.099999999627,0.591,0.285714285714286,1
0,15239,0.594,0.43478260867217877,1
0,15246.099999999627,0.596,0.2816901408598506,1
0,15252.900000000373,0.6,0.5882352940531962,1
0,15260,0.603,0.42253521128977595,1
0,15266.900000000373,0.608,0.7246376811202979,1
0,15273.799999998882,0.613,0.7246376813159129,1
0,15280.699999999255,0.619,0.8695652173443575,1
0,15287.699999999255,0.624,0.7142857142857149,1
0,15294.599999999627,0.631,1.0144927535684172,1
0,15301.599999999627,0.637,0.8571428571428579,1
0,15308.5,0.643,0.8695652173443575,1
0,15315.400000000373,0.649,0.8695652173443575,1
0,15322.400000000373,0.655,0.8571428571428579,1
0,15329.400000000373,0.663,1.142857142857144,1
0,15336.400000000373,0.667,0.571428571428572,1
0,15343.400000000373,0.674,1.0000000000000009,1
0,15350.199999999255,0.68,0.882352941321487,1
0,15357.099999999627,0.686,0.8695652173443575,1
0,15364.099999999627,0.691,0.7142857142856991,1
0,15371,0.696,0.7246376811202979,1
0,15378,0.701,0.7142857142857149,1
0,15385,0.704,0.42857142857142894,1
0,15391.900000000373,0.709,0.7246376811202979,1
0,15398.799999998882,0.714,0.7246376813159129,1
0,15405.799999998882,0.718,0.571428571428572,1
0,15412.799999998882,0.722,0.571428571428572,1
0,15419.599999999627,0.725,0.4411764705398971,1
0,15426.599999999627,0.729,0.571428571428572,1
0,15433.5,0.731,0.2898550724481192,1
0,15440.5,0.735,0.571428571428572,1
0,15447.400000000373,0.736,0.1449275362240596,1
0,15454.400000000373,0.74,0.571428571428572,1
0,15461.400000000373,0.743,0.42857142857142894,1
0,15468.299999998882,0.746,0.4347826087895477,1
0,15475.199999999255,0.75,0.5797101448962384,1
0,15482.199999999255,0.752,0.285714285714286,1
0,15489.099999999627,0.755,0.43478260867217877,1
0,15496,0.759,0.5797101448962384,1
0,15503.099999999627,0.762,0.42253521128977595,1
0,15509.900000000373,0.766,0.5882352940531962,1
0,15517,0.77,0.5633802817197012,1
0,15523.900000000373,0.775,0.7246376811202979,1
0,15530.900000000373,0.778,0.42857142857142894,1
0,15537.699999999255,0.782,0.5882352942143246,1
0,15544.699999999255,0.786,0.571428571428572,1
